appid,name,genres,tags,release_date,is_free,short_description
3583960,Establish,Casual|Indie,Casual|Action-Adventure|2D Platformer|2D|1990's|Turn-Based Combat|Indie|Singleplayer,"Mar 31, 2025",False,This game plunges players into a deep
3730630,Sorcerer's Fortitude,Casual|Indie,Arena Shooter|Casual|Top-Down Shooter|Indie|PvE|Arcade|3D|Top-Down|Third Person|Singleplayer,"Jun 11, 2025",False,"Sorcerer's Fortitude is a dynamic 3D TPS game where you take on the role of a powerful wizard defending your fortress from relentless waves of enemies. Explore a magical world, learn new spells, and gather resources to unlock unique characters and enhance your abilities."
2084240,Starshifter,Adventure|Casual|Indie,Adventure|Nature|Casual|Cute|Colorful|Story Rich|Platformer|Exploration|Fantasy|Relaxing|Indie|Collectathon|3D Platformer|Third Person|3D|Open World|Singleplayer,"Jul 11, 2023",False,"Starshifter is a game about shapeshifting, desert animals, and finding your place."
756560,Robot Warriors,Action|Adventure|Casual|Indie|Strategy,Arena Shooter|Beat 'em up|Hack and Slash|Top-Down Shooter|Casual|Arcade|Action-Adventure|Strategy|3D|Top-Down|Post-apocalyptic|Action|Sci-fi|Score Attack|Robots|Adventure|Combat|Singleplayer|Early Access|Indie,"Apr 22, 2019",False,Slash and shoot everyone in your way in this hack and slash game. Kill a lot of enemies and find a way to the exit to complete missions.
3884200,Acceptable Losses,Indie|Simulation|Strategy,World War I|Choices Matter|Simulation|Historical|Wargame|Indie|Singleplayer|Strategy|Nonlinear|Military|War|Turn-Based Tactics|Turn-Based Strategy|Resource Management|2D|Minimalist,Coming soon,False,"Acceptable Losses is a phase-based WWI management game. Assign squads to missions, face random events, and manage the endless paperwork of war. Navigate morale, fatigue, and cohesion across a brutal 20-day trench campaign."
1111870,Admiral Stepinski,Indie|Strategy,Multiplayer|RTS|2D|Tactical|Strategy|Spaceships|Space Sim|Top-Down|Space|Sci-fi|PvP|Simulation|Co-op|Online Co-Op|Singleplayer|Casual|Indie,"Oct 21, 2019",False,"A multiplayer, tactical, real-time strategy with spaceships"
3451550,Robot Problems,Indie,Side Scroller|Indie|2D Platformer|Arcade|Casual|Robots|Adventure|Singleplayer,"May 25, 2025",False,"Robot Problems - A platformer game where the player as a robot with jumbled controls, must drag blocks, press buttons, open passages and overcome all sorts of traps."
1846700,Witchbrook,Indie|RPG|Simulation,Multiplayer|Online Co-Op|Immersive Sim|Sandbox|Life Sim|Crafting|RPG|Relaxing|Character Customization|Farming Sim|Cute|Isometric|Dating Sim|2.5D|Fishing|Open World|Pixel Graphics|Story Rich|Controller|Simulation,2026,False,"Discover magic and mystery in Witchbrook, a spellbinding witch life-sim for up to 4-players! Start your life as the newest resident witch in the bustling seaside city of Mossport. Make friends, find love, and discover a world filled with wonder and charm on the road to graduation and beyond..."
3988220,かくれおに,Action|Indie,Action|Horror|Online Co-Op|Multiplayer|Co-op|First-Person|3D|PvP|Indie|Stealth|Battle Royale,Coming soon,False,"This is an asymmetrical multiplayer horror game. Deep within pitch-black ruins, with only the beam of a flashlight to guide you, the children must play KAKUREONI -a deadly game of hide-and-seek- to bring an end to the ritual of reincarnation."
732400,PlataGO!,Action|Adventure|Indie,Action|Indie|Adventure|Game Development|Pixel Graphics|Platformer|2D|Retro|Software|GameMaker|Early Access|Level Editor,"Jun 13, 2019",False,"The easiest way to make platform games and share them with other PlataGO! players. It’s a versatile yet simple drag and drop tool, that can be enjoyed whatever your level of game-making experience. With the ability to import sprites into PlataGO!, the only limit is your imagination!"
841020,Knockdown the Ball,Casual|Indie,Casual|Indie|Racing|Simulation|Platformer|3D Platformer|3D|Parkour|Physics|Singleplayer|Puzzle,"Apr 24, 2018",False,Guide the ball and complete the levels
3886730,Off Course,Adventure|Indie|Free To Play,Time Manipulation|Pirates|Adventure|Time Travel|Puzzle|Puzzle Platformer|Funny|Stylized|Free to Play|Linear|3D|Fantasy|Singleplayer|Colorful|Third Person|Logic|Indie|Tactical|Interactive Fiction,2026,True,"Stuck in a time loop, stop the possessed captain's plans in this cooperate-with-yourself puzzle game. Record each pirate’s actions to solve puzzles, interact with adorable animal companions and get to know the brave pirate crew and the bond they share with each other!"
732030,Pimiko Plus,Indie|Simulation|Strategy,Indie|Simulation|Strategy,"Dec 14, 2017",False,It's time for Ruho to show 'em how a plumpy mama gets rich! Trade goods ranging from computers to automatic weapons as you visit the towns dotting a countryside in the sunset world of Tumydorado.
3428180,メアリウム,Adventure,Adventure|Horror|2D|Singleplayer|Exploration|Action-Adventure|Stealth,"Jan 20, 2025",False,少年が迷い込んだのは悪夢の水族館『メアリウム』。果たして彼は襲い来る異変を乗り越え、無事家に帰る事ができるのでしょうか？KOTAKE CREATE様の『8番のりば』を参考に、ドット絵で構成された2Dホラーゲームです。
1627370,Gravity Blasters Playtest,,Arena Shooter|Real Time Tactics|Action|Wargame|Third-Person Shooter|PvP|MOBA|Competitive|Battle Royale|2D Fighter|Action-Adventure|2D|Comic Book|2.5D|Funny|Post-apocalyptic|PvE|Bullet Time|Vehicular Combat|Colorful,"Aug 5, 2025",False,
2960480,Itsy,Action|Casual|Indie,Action|Casual|Platformer|2D Platformer|Clicker|Runner|Side Scroller|2D|Cartoony|Colorful|Hand-drawn|Pixel Graphics|Stylized|1990's|Dark Comedy|Dark Humor|Funny|Nature|Narration|Nonlinear,"Jul 12, 2024",False,"Itsy is a heart tug the length of a bus ride. A narrative climb Inspired by healing from Autism-burnout. Play for story (progress saves), or endlessly &amp; conquer the leaderboard. You ever felt endlessly stuck? So has the Itsy Bitsy Spider. Together, can you both help him out of it?"
4018580,Serenity Word - Relaxing Puzzle,Casual,Casual|Puzzle|Spelling|2D|Education|Family Friendly|Nature|Relaxing,"Oct 9, 2025",False,Develop word mastery and enhance vocabulary through an engaging and fun crossword puzzle game to relax your mind!
3044520,Coffee Express,Casual|Indie|Simulation,Indie|Casual|Simulation|Early Access|Relaxing|Job Simulator|Cozy|Education|Story Rich|First-Person|Cooking|Singleplayer|Stylized|Cute|Family Friendly|Resource Management|Immersive Sim|Management,"Mar 13, 2025",False,"Open your own coffee shop and become a barista in the cozy and colorful world of Coffee Express! A unique experience awaits you with stock tracking, realistic coffee making experience and shop customizations. Make your customers happy by making excellent coffee in your own coffee paradise!"
3098020,A Few Days With Samantha,Casual|Indie,,"Aug 23, 2024",False,"Embark on a sensual butterfly-hunting adventure with Samantha, a charming young woman. In this hidden object game, explore each location to discover what lies beneath Samantha's enticing layers."
3230230,Just Desserts,Casual|Indie|Strategy,Casual|Roguelike|Tower Defense|Strategy|Singleplayer|Stylized|Real Time Tactics|3D|Cartoon|Cartoony|Colorful|Top-Down|Funny|Choices Matter|Linear|Tutorial|Indie,"Oct 31, 2024",False,"Select your commander and play a series of tower defense levels as you progress through a randomly generated map. Find shops to unlock upgrades for your towers and commander, and fight mini bosses for bonus rewards to prepare for Count Cakeula."
3956790,Ultimate Sugar Crush!,Action|Casual,,"Oct 2, 2025",False,"In Ultimate Sugar Crush!, each dessert girl is the personification of a carefully crafted sweet. As you break the blocks, their charming appearances will gradually be revealed, accompanying you on a delightful and refreshing journey."
1704760,Smalles,Casual|RPG,Casual|RPG|Point & Click|Auto Battler|Clicker|Collectathon|2D|Fantasy|PvE|Singleplayer|Idler,"Aug 7, 2021",False,Smalles is a game where you will send your champion into the Dungeon to collect gold and also raise in strenght.You will acquire precious Talent Points that can be used to upgrade your character.
3603380,Death Kitchen,Action|Casual|Simulation|Strategy,Online Co-Op|Horror|Cooking|Strategy|Comedy|First-Person|Space|Futuristic|Time Management|Simulation|RTS|3D|Action|Co-op|Choices Matter|Multiplayer|Casual|Singleplayer|Character Customization|Funny,2026,False,Death Kitchen is an immersive fast-paced co-op cooking horror game. You must coordinate with your friends to serve alien customers who can kill you in many situations. You can morph into a variety of characters! Embrace the chaos and deliver quality with your new intergalactic restaurant chain.
4018510,Hexiom,Casual|Indie,Casual|Puzzle|Hex Grid|Singleplayer|Logic|2D|Indie|Futuristic,"Oct 1, 2025",False,Hexiom is a classic puzzle game with simple rules but many possibilities. Rearrange the board so that the number on each tile matches how many other tiles it is adjacent to.
1579720,Sol Dorado Heist,Casual|Indie|Simulation,Simulation|Heist|Casual|Visual Novel|Anime|Female Protagonist|Singleplayer|2D|Funny|Indie|Mystery|Dating Sim,"Apr 23, 2021",False,Choose your path and solve the mystery of the Sol Dorado Heist!
3333840,The Dream,Action|Indie|Free To Play,Boomer Shooter|FPS|Third-Person Shooter|PvE|PvP|Shooter|Arcade|Female Protagonist|3D|First-Person|Third Person|Post-apocalyptic|Open World|Action|Sci-fi|Artificial Intelligence|Survival|Aliens|Conspiracy|Multiplayer,"Mar 17, 2025",True,"A dystopian, open-world shooter set in a simulated Barcelona of 2033. Survive, explore, and uncover the secrets of the metropolis while earning data tokens. Engage in intense battles or form alliances to survive."
2231560,Araka~JK Exorcist Horror RPG,Adventure|Indie|RPG,Adventure|RPG|Horror|JRPG|Female Protagonist|Visual Novel|Exploration|Pixel Graphics|Nudity|Comic Book|Drama|Fantasy|Psychological Horror|Indie|Detective|Story Rich|Multiple Endings|Singleplayer|RPGMaker|Sexual Content,"May 26, 2023",False,"Manipulate the main character with power of telepathic, looking for the trace of Araka, an Exorcist imprisoned in the other world."
420660,Burnin' Rubber 5 HD,Action|Indie|Racing,Racing|Action|Indie|Singleplayer|Shooter|Combat Racing|Vehicular Combat,"Feb 14, 2018",False,"Burnin' Rubber 5 HD is a remastered update of one of the most played action games on the web. Unlock over 30 challenges, 50 cars and multiple explosive weapons. Master 3 different challenge modes and hone your skills to take on the biggest end boss ever."
377530,侠客风云传(Tale of Wuxia),Adventure|Casual|RPG|Simulation|Strategy,RPG|Martial Arts|Strategy|Turn-Based|Multiple Endings|Adventure|Singleplayer|Dating Sim|Simulation|Story Rich|Casual|CRPG|Open World,"Apr 28, 2016",False,"Tale of Wuxia has been dedicated to providing gameplayers with a player-defined platform, where they can customize their own Wuxia. Instead of being restricted to characters’ basic properties, in this new version, gameplayers can also choose the personalities and talents of their own."
1551720,Disaster Drive,Action|Indie|Racing,Racing|Action|Driving|Arcade|3D|Procedural Generation|Score Attack|Indie|Retro|Singleplayer,Coming soon,False,"Disaster Drive is a retro-inspired arcade racing game where you only have 10 seconds to reach the next checkpoint, or it's GAME OVER. Skillfully drift around twisty corners using nitro boost while avoiding disaster to multiply your score to the top!"
1837590,Hammerground: Splat!,Action|Casual|Indie,VR|Arcade|Beat 'em up|Casual|Tabletop|Action|Score Attack|Time Attack|Funny|Indie|PvE|Combat|Hack and Slash|3D|6DOF|Singleplayer|Cartoon|Bullet Hell|First-Person|Quick-Time Events,"Oct 6, 2022",False,Whack-a-mole without a mole: a virtual reality arcade.
1430350,Zakumba Astraia: Prologue,Action|Adventure|Indie|RPG|Free To Play,RPG|CRPG|Action|Dungeon Crawler|Adventure|Action RPG|Action-Adventure|2D|Story Rich|Pixel Graphics|Free to Play|Indie|Combat|Singleplayer,To be announced,True,"Join Astraia on an epic action-adventure RPG journey through the diverse and mysterious Pygunjú region. Explore stunning biomes, battle fierce and unique creatures, and craft powerful tools to aid your village's revolution. Just don't be late for dinner with your Dad."
1844400,Rasetsu Fumaden,Adventure|RPG,RPG|JRPG|Action RPG|Action Roguelike|Action|3D|Anime|2D|Swordplay|Cute|Martial Arts|Story Rich|Souls-like|Singleplayer|Roguelike|Hack and Slash|Combat|Drama|Historical|Female Protagonist,"Aug 12, 2022",False,"In the Edo period, in a world where demons, humans, and gods exist together, Rasetsu Raki, a princess of the demon tribe who possesses great sealing powers, helps people and defeats the enemies by skillfully using various 'sword techniques' and 'barrier techniques'."
1584530,Elevated,Action|Indie,Action|Arena Shooter|Arcade|Score Attack|Bullet Hell|Shoot 'Em Up|Voxel|Shooter|PvE|Robots|3D|Top-Down|Controller|Loot|Combat|Sci-fi|Singleplayer|Indie,"Jul 11, 2021",False,"Jump into Elevated, an action arcade shooter where you must battle to survive against constant, ever growing waves of robotic enemies. Unlock new weapons, face harder opponents, and smash your friends high scores on the online leaderboards!"
3316450,Olympia: Festival of the Gods,Casual|Strategy|Free To Play,Strategy|Board Game|Tabletop|Casual|3D|Top-Down|Historical|Choices Matter|Linear|Colorful|Free to Play|Mythology|Score Attack|4 Player Local|Local Co-Op|Singleplayer,"Nov 29, 2024",True,Olympia: Festival of the Gods is a digital board game where players collect tokens in order to perform rituals to honor the Gods of Ancient Greece!
1258370,DragonScales 6: Love and Redemption,Casual,Casual|Puzzle|Match 3|Dragons|Sequel|Female Protagonist,"Mar 16, 2020",False,"A casual game with tile matching, puzzles and battles. Solve the new DragonScales challenges and shatter the plans of the Dark Empress."
3797830,Egglings,Adventure|Casual,Casual|Short|Relaxing|Creature Collector|Linear|Pixel Graphics|Collectathon|Cute|Adventure|Nature|Atmospheric|Arcade|2D|Colorful|Top-Down|Family Friendly|Gambling|Deckbuilding|Trading|Walking Simulator,October 2025,False,"Hatch all kind of eggs collecting so called egglings. Sell, release or shelter them to unlock and progress in the game."
4084630,現風少女 フタリ一夜に騒がして,Action|Indie,Action|Shooter|Action RPG|Bullet Hell|2D|3D|Cute|Fantasy|Indie|Controller|Female Protagonist|Singleplayer,"Mar 3, 2026",False,"Carve your own path through swirling bullet barrages! Face stages that seamlessly shift between 2D and 3D, using melee attacks to gain the upper hand. A bullet-hell shooter with a literally diagonal twist! What is the true nature of the stolen clock hand?"
354160,WRC 5,Racing,Racing|Automobile Sim|Multiplayer|Simulation|Offroad|Arcade|Driving|Realistic|Singleplayer,"Oct 8, 2015",False,"Find all the cars, all the drivers and all the official rallies of the 2015 FIA World Rally Championship in THE racing simulation standard. Realistic driving on different road surfaces, dynamic damage, day/night system, weather… Experience all the sensations of rally racing in WRC 5!"
598060,Slasher's Keep,Action|Indie|RPG,Action Roguelike|First-Person|Dungeon Crawler|RPG|Action|Indie|Roguelite|Roguelike|Gore|Hack and Slash|Violent|Procedural Generation|Loot|Singleplayer|Fantasy|FPS|Stylized,"Nov 19, 2020",False,"Hack, slash, shoot and loot your way through procedurally generated dungeons! Smack your enemies into spikes with your inventory sack!"
1961460,Project Playtime,Action|Indie|Free To Play|Early Access,Multiplayer|Horror|Survival Horror|Online Co-Op|Puzzle|Team-Based|Romance|3D|First-Person|Character Customization|Free to Play|Cute|Dark|Psychological Horror|Action|Lore-Rich|Atmospheric|Early Access|Exploration|Third Person,"Dec 12, 2022",True,PROJECT: PLAYTIME is a Free-to-Play multiplayer horror game where six players attempt to create one giant toy while surviving a terrifying monster that roams the toy factory. A seventh player controls the monster and is given only one goal: Find and kill everyone.
1618240,The Alien Way,Action|Adventure|Casual|Indie|Racing|Simulation,Precision Platformer|Runner|Space Sim|Arcade|Action-Adventure|Character Customization|Casual|Perma Death|2D|Relaxing|Linear|Pixel Graphics|Stylized|Singleplayer|Family Friendly|Aliens|Score Attack|Comedy|Atmospheric|Resource Management,"May 10, 2021",False,"The Alien Way is a high-speed platformer made in 2D pixel art.Jump from platform to platform, bypassing saws and the space abyss. Open all skins with unique characteristics and pump them in a special shop in the main menu."
763070,Overcoming Pain,Violent|Gore|Action|Adventure|Indie,Indie|Action|Adventure|Gore|Violent|Zombies,"Dec 26, 2017",False,Do you like weapons and ammunition? Do you like action? Do you like adrenaline in the blood and crowds of enemies?
3943460,Fallen,Action|Indie,Co-op|Medieval|Stealth|Horror|Exploration|Dungeon Crawler|PvE|Action|Action-Adventure|3D|First-Person|Detective|Nonlinear|Team-Based|Realistic|Dark Fantasy|Fantasy|Magic|Loot|Investigation,Coming soon,False,"An online dungeon crawling investigation for up to four players where you bring back heroes who didn't make it home. Can you find out what happened, line your pockets, and survive what they couldn't?"
1546270,Vulto,Strategy|Early Access,Cyberpunk|Strategy|Stealth|Turn-Based Strategy|3D|Dystopian|Turn-Based Tactics|Isometric|Early Access|Violent|3D Vision|Singleplayer,Coming soon,False,"Experience a cyberpunk adventure full of strategy, espionage and stealth in the eyes of Engel, a survivor from the collapsed city of Hevland who starts on a journey to become a special agent called Vulto."
3306330,My Little Puppy Playtest,,Adventure|Dog|Emotional|Story Rich|Colorful|Cute|Atmospheric|Singleplayer|Exploration|3D|Stylized|Nature|Funny|Relaxing|Action-Adventure|Family Friendly|Linear|Fantasy|3D Platformer|Cats,"Nov 23, 2024",False,
1065890,LOGistICAL 2: France,Casual|Indie|Strategy,Casual|Strategy|Indie|Puzzle|Transportation|Education|Resource Management,"Apr 29, 2019",False,"Figure out and schedule cargo deliveries across the country of France to solve the logistical problems. Includes cities like Paris, Marseille, Lyon, Toulouse and many, many more. Over 3000 towns and many logistical puzzles to solve."
2336520,Hope,Adventure|Indie,2.5D|Dystopian|Puzzle Platformer|Story Rich|Dark|Indie|Adventure|Puzzle|Side Scroller|Dark Fantasy|Noir|Psychedelic|Political|Mystery|Cartoony|Singleplayer,"Feb 15, 2024",False,Help the protagonist escape from the inner world and make a choice.
4022810,Tailor Simulator Playtest,,Immersive Sim|Design & Illustration|Sandbox|Economy|Management|Trading|Life Sim|3D|Relaxing|Casual|Simulation|Family Friendly|Early Access|Inventory Management|Singleplayer|Indie|Education|Capitalism|First-Person|Crafting,"Sep 23, 2025",False,
2234670,Not Us,Indie|Strategy,Deckbuilding|Card Game|Card Battler|Solitaire|Dungeon Crawler|Strategy|Trading Card Game|Roguelite|Puzzle|Turn-Based Strategy|2D|Post-apocalyptic|Casual|Colorful|Hand-drawn|Abstract|Fantasy|Magic|Management|Singleplayer,Q4 2025,False,"A solitaire style card game where you forage for plants, manage your inventory, and try to stay alive."
3351420,MIKU: May I Keep Up?,Action|Adventure|Indie,Psychological Horror|Difficult|Indie|Precision Platformer|Philosophical|Parkour|Time Management|Action-Adventure|Funny|Romance|Narration|Story Rich|Time Manipulation|Singleplayer|Action|Third Person|Replay Value|Anime|Physics|Emotional,Coming soon,False,"A game I made in memory of a certain person... Not out of love, but out of spite. An amalgamation of unresolved feelings, turned into an abomination. A game that hates you. A game that will hurt you :)"
3438720,The Laundromat Sidequest,Casual|Indie|Simulation,Casual|Sandbox|Simulation|Building|Management|Life Sim|2D|Top-Down|Pixel Graphics|Indie|Family Friendly|Resource Management|Singleplayer|Job Simulator,To be announced,False,"A brand new sidequest awaits - Plan, Decorate, and Maintain your laundry facility. Set up your laundromat on the weekends to ensure that it's ready for the week ahead. Dive in and develop an old run-down building into a flourishing establishment."
3296530,The Rise of the New Han Prince 2,RPG,RPG|Interactive Fiction|Dating Sim|Visual Novel|2D Platformer|2.5D|FMV|Anime|First-Person|LGBTQ+|Artificial Intelligence|Zombies|Vampire|Gothic|Fantasy|Ninja|Tactical|Lore-Rich|Mechs|Otome,Coming soon,False,"Become a prince chosen by a divine system in the rising country of New Han. Use your powers to build a business empire, manage complex relationships with multiple beautiful and sexy female celebrity girlfriends, and lead your nation to prosperity. Your choices shape the future."
696000,Witches' Legacy: The Dark Throne Collector's Edition,Adventure|Casual,Adventure|Casual|Hidden Object,"Sep 15, 2017",False,The witches' dark legacy continues as Lynn becomes possessed!
2288110,Illwind,Adventure|Indie|Simulation|Early Access,Early Access|Isometric|Adventure|Open World|Colony Sim|Survival|Management|Immersive Sim|Singleplayer|Roguelite|Pirates|Capitalism|Steampunk|Top-Down Shooter|Combat|Resource Management|Simulation|Sandbox|Exploration|Economy,To be announced,False,"An open-world survival steampunk adventure where you build, manage, raid, trade, gamble, and battle across sky and land. Face the undead, rival nations, cults, the inquisition, cannibal tribes, giant spiders, monsters, renegades, pirates, and the wrath of the elements in a living procedural world."
4041080,Draft Day Sports: Pro Football 2026,Indie|Simulation|Sports|Strategy,Sports|Simulation|Strategy|Football (American)|Singleplayer|Indie,"Oct 13, 2025",False,"Take control of your favorite football franchise in Draft Day Sports: Pro Football 26. Draft stars, manage the cap, build gameplans, and shape your dynasty with deep strategy, smart AI, and endless customization."
838620,Slappy Ass,Casual|Indie|Simulation,,"Nov 8, 2018",False,"Slappy Ass is a sensual simulation spanking game where you play with a customizable booty. You can interact with slapping, grabbing, dragging and stripping the virtual ass."
3273680,Supercar Evolution 2025,Action|Casual|Indie|Massively Multiplayer|Racing|Simulation|Sports|Free To Play|Early Access,Early Access|Massively Multiplayer|Action|Casual|Racing|Sports|Arcade|Multiplayer|Controller|PvP|Quick-Time Events|3D|Third Person|Driving|Realistic|Family Friendly|Historical|Character Customization|Automobile Sim|Physics,Coming soon,True,The first-ever true MMO supercar racing game is here! Play with up to 39 friends!
1608550,Firegirl: Hack 'n Splash Rescue,Action,Platformer|Roguelike|Procedural Generation|Singleplayer|Replay Value|Pixel Graphics|Adventure|Roguelite|Indie|Action|Arcade|Action Roguelike|Character Customization|2.5D|Female Protagonist|Action-Adventure|Roguevania|Story Rich|Colorful|2D,"Dec 14, 2021",False,"Take on the role of a young rescue officer starting her career. Armed with a trusty axe and high-pressure fire hose that also acts like a jetpack, Firegirl responds to emergency calls across the city. Can Firegirl save all the trapped civilians caught in each blaze?"
3540570,Survivesmith,Action|Indie,Action|Roguelite|Bullet Hell|Shooter|Top-Down Shooter|2D|Top-Down|Roguelike|Crafting|Robots|Sci-fi|Futuristic|Gun Customization|Hack and Slash|Tactical|Survival|Time Travel|Combat|Character Customization|Singleplayer,Q4 2025,False,"Reverse bullet-hell game with a crafting twist. Shoot hails of bullets, missiles, nails, lasers and whatever is at your disposal at your enemies and make tactical choices to overcome all obstacles. You are here to find and extract the 'Life Essence', and you're not leaving without it!"
1973020,Survival Island,Indie,Exploration|Hidden Object|Sandbox|Perma Death|PvE|Third Person|3D|Survival|Indie|Crafting|Nature|Singleplayer|Adventure,"May 27, 2022",True,"Survive through somewhat harsh environment! collect &amp; craft item, manage resources. be aware that you have limited space and time."
3688540,Pocket Hoes,Indie|RPG,,"May 17, 2025",False,"Are you looking for a game with a great narrative, unique gameplay and amazing graphics? Then you're in the wrong place. But we have gothic boobs, dark elfs, clussy and ice cream."
1475420,Puzzling Peaks EXE,Action|Adventure|Casual|Indie,Casual|Funny|Comedy|Indie|Golf|Pinball|Horror|Puzzle|Side Scroller|2D Platformer|Puzzle Platformer|Experimental|Mini Golf|2D|Story Rich|Surreal|Linear|Anime|Memes|Pixel Graphics,"Dec 2, 2020",False,"Pinball, platforming, and golf combine in a charming puzzle horror game. You'll need quick reflexes, brainpower, and unconditional trust in your quirky artificially intelligent guide to succeed."
3659120,Why Jump,Adventure|Casual,Casual|Singleplayer|Platformer|2D Platformer|2D|Cute|Colorful|Cartoony|Relaxing|Space|Nature|Adventure|Family Friendly|Fantasy|Physics|Linear|Controller,"Apr 29, 2025",False,"Why Jump? Because the only way is up. Why Jump is a vertical platformer where one wrong move can cost you — but don’t worry, there are checkpoints to catch your breath. Sometimes. Test your patience, sharpen your skills, and see how high you can climb."
718590,Dark Devotion,Action|Adventure|Casual|Indie|RPG,Souls-like|Pixel Graphics|Female Protagonist|Action Roguelike|2D|Metroidvania|Action|RPG|Indie|Adventure|Roguevania|Dark Fantasy|Violent|Roguelite|Gore|Difficult|Singleplayer|Side Scroller|Roguelike|Casual,"Apr 25, 2019",False,"Explore the secrets of a mysterious fallen temple and put your Templar faith to the test in Dark Devotion, where no sacrifice is too great in praise of your God."
1293730,Broken Pieces,Action|Adventure|RPG,RPG|Psychological|Mystery|Thriller|Action|Adventure|Story Rich|Female Protagonist|Puzzle|Exploration|Third Person|Singleplayer|Atmospheric|Investigation|Supernatural|Sci-fi|Cinematic|Point & Click|Surreal|Time Travel,"Sep 9, 2022",False,Broken Pieces is a psychological thriller taking place in a french coastal village somehow outside the flow of time. Solve the mysteries by putting the pieces of the story back together by figuring out the enigma behind this mystical place.
1725470,Enionax,Adventure,Precision Platformer|2D Platformer|Retro|Funny|2D|Score Attack|Platformer|Time Travel|Adventure|Singleplayer,"Sep 28, 2022",False,Walk through the various eras of platformers with humour thanks to Enionax. Go from black and white games to unmanageable patchless games! Go through all these eras again with humour.
1749800,Room 13,Adventure|Indie,Horror|Adventure|Walking Simulator|First-Person|Linear|Realistic|Atmospheric|Indie|Dark|Singleplayer,"Oct 4, 2021",False,"You have just checked in to your motel room, 'Room 13'...unlucky you. A sudden knock on your room door, awakens you from your deep sleep and turns out to become your unluckiest nightmare."
2062160,Hold Controller,Casual|Indie|Racing|Simulation|Strategy|Early Access,Casual|Racing|Strategy|VR|Simulation|Controller|Singleplayer|Puzzle|Exploration|First-Person|Early Access|Indie|RPG|Immersive Sim|Dungeon Crawler|Futuristic,"Jul 19, 2022",False,"Hold Controller is a VR game similar to electric shock maze. Players can use one or two controllers to cross the designed level. Carefully observe, smoothly control both hands to complete the level, and charge the core."
3010830,Trash Battle,Casual,Casual|Card Game|Cute|Hand-drawn|Family Friendly|Tutorial|Local Multiplayer|Multiplayer|Singleplayer,"Sep 7, 2024",False,A casual turn-based card game based on the rules of Trash or Garbage. A classic card sequencing game that involves organizing a hand Ace through Ten in sequential order before your opponent can.
3337310,ERZ Online,Massively Multiplayer|Free To Play,Massively Multiplayer|Sandbox|Procedural Generation|Programming|MMORPG|2.5D|Space|Open World|Strategy|RPG|Crafting|Base Building|Resource Management|Multiplayer|Free to Play,To be announced,True,"ERZ Online is a futuristic MMO sandbox where you command mining robots, explore procedural planets, and build underground bases. Automate tasks with programming, trade in a player-driven economy, and shape the world through alliances, politics, and competition. Your mining empire awaits!"
1641090,Arcadius Playtest,,Multiplayer|Free to Play|Mining|Casual|Indie|3D|Adventure|Simulation|Early Access|Atmospheric|Linear|Life Sim|Collectathon|Exploration|Colorful|Cute|Fishing|Crafting|Character Customization|Survival,"Jan 2, 2022",False,
3293650,Relic Delivery,Action|Casual|Indie|RPG|Strategy,Action Roguelike|Bullet Hell|Shoot 'Em Up|On-Rails Shooter|RPG|Roguelite|Roguelike|Strategy|Shooter|Tower Defense|Time Travel|Magic|Sci-fi|Fantasy|Surreal|2D|Side Scroller|Transportation|Post-apocalyptic|Casual,To be announced,False,"(VERY EARLY DEVELOPMENT, WISHLIST AND FOLLOW TO GET UPDATED). Shoot your way out of a relentless pursuit in the middle of a desert in your armed truck to deliver a stolen Time Relic. Harness the relic's power to aid your escape, but brace yourself for the unimaginable consequences."
679050,Electro Pong VR,Action|Sports,Action|Sports|VR,Coming soon,False,"This modern take on an arcade classic will challenge your speed and reflexes through three different difficult levels. If you're feeling up to the task, face the AI on the Impossible difficulty. Be warned, it will not go easy on you."
1587630,1 Hop,Indie,Adventure|Action-Adventure|Exploration|3D|Third Person|Nature|Relaxing|Open World|Indie|Singleplayer|Casual|Action|Immersive Sim|Cinematic|Stealth|Split Screen|Co-op Campaign|Cartoony|Local Co-Op|Hidden Object,"Apr 22, 2021",False,"Play as a rabbit and go looking for carrots and food bags avoiding the dog. Try to get the mountain first to become the ultimate rabbit, play split screen with your friend and work together to become the King Rabbit."
1715590,Wizordum,Action|Indie,Action|FPS|Boomer Shooter|Shooter|Exploration|3D|Magic|Colorful|Pixel Graphics|First-Person|Dark Fantasy|Fantasy|Old School|Loot|Medieval|Retro|Score Attack|Combat|Controller|Level Editor,"Apr 29, 2025",False,"Wizordum is a retro FPS that puts you in the role of a Mage on a quest to track down the source of Chaos. With a wide arsenal of spells and magic items, battle your way through the world of Terrabruma in this unique blend of classic 90s shooters and modern gaming elements."
1183260,TrymenT -Ima o Kaetai to Negau Anata e- AlphA Hen,Adventure|Casual,Casual|Adventure|Visual Novel|Anime|Story Rich,"Feb 20, 2020",False,《TrymenT—献给渴望改变的你—》是由2016年被誉为业界年度黑马，并荣获了萌系游戏大赏剧本金奖的作品《Re;LieF～致亲爱的你～》的原班人马所打造的共享世界观与游戏角色，并以群像剧视角重新演绎的全新作品。本作拥有令人一见倾心的顶级场景绘画，以及拥有余音绕梁般魔力的优秀配乐。
